0.7488 0
1.246 0
1.744 0
2.241 0
2.739 0
3.236 0
3.734 0
4.231 0
4.729 0
5.226 1.91363e-06
5.724 2.46153e-06
6.221 3.07457e-06
6.719 3.73732e-06
7.216 4.42951e-06
7.714 5.12735e-06
8.211 5.80503e-06
8.709 6.43621e-06
9.206 6.99549e-06
9.704 7.45991e-06
10.2 7.81039e-06
10.7 8.03293e-06
11.2 8.11958e-06
11.69 8.06892e-06
12.19 7.88597e-06
12.69 7.58177e-06
13.19 7.17225e-06
13.68 6.67709e-06
14.18 6.11819e-06
14.68 5.51823e-06
15.18 4.8993e-06
15.67 4.2818e-06
16.17 3.6835e-06
16.67 3.11895e-06
17.17 2.59915e-06
17.66 2.13152e-06
18.16 1.72003e-06
18.66 1.3656e-06
19.16 1.06663e-06
19.65 8.19523e-07
20.15 6.19334e-07
20.65 4.60331e-07
21.15 3.36478e-07
21.64 2.41853e-07
22.14 1.70928e-07
22.64 1.18772e-07
23.14 8.11337e-08
23.63 5.4483e-08
24.13 3.59596e-08
24.63 2.3328e-08
25.13 1.48705e-08
25.62 9.31618e-09
26.12 5.73328e-09
26.62 3.46711e-09
27.12 2.05874e-09
27.61 1.20133e-09
28.11 6.87641e-10
28.61 3.86958e-10
29.11 2.13082e-10
29.6 1.15494e-10
30.1 6.08587e-11
30.6 3.16608e-11
31.1 1.57283e-11
31.59 7.76277e-12
32.09 3.48221e-12
32.59 1.56288e-12
33.09 5.56091e-13
33.58 1.85196e-13
34.08 4.16211e-14
34.58 0
35.08 0
35.57 0
36.07 0
36.57 0
37.07 0
37.56 0
38.06 0
38.56 0
39.06 0
39.55 0
40.05 0
40.55 0
41.05 0
41.54 0
42.04 0
42.54 0
43.04 0
43.53 0
44.03 0
44.53 0
45.03 0
45.52 0
46.02 0
46.52 0
47.02 0
47.51 0
48.01 0
48.51 0
49.01 0
49.5 0
50 0
50.5 0
51 0
51.49 0
51.99 0
52.49 0
52.99 0
53.48 0
53.98 0
54.48 0
54.98 0
55.47 0
55.97 0
56.47 0
56.97 0
57.46 0
57.96 0
58.46 0
58.96 0
59.45 0
59.95 0
60.45 0
60.95 0
61.44 0
61.94 0
62.44 0
62.94 0
63.43 0
63.93 0
64.43 0
64.93 0
65.42 0
65.92 0
66.42 0
66.92 0
67.41 0
67.91 0
68.41 0
68.91 0
69.4 0
69.9 0
70.4 0
70.9 0
71.39 0
71.89 0
72.39 0
72.89 0
73.38 0
73.88 0
74.38 0
74.88 0
75.37 0
75.87 0
76.37 0
76.87 0
77.36 0
77.86 0
78.36 0
78.86 0
79.35 0
79.85 0
80.35 0
80.85 0
81.34 0
81.84 0
82.34 0
82.84 0
83.33 0
83.83 0
84.33 0
84.83 0
85.32 0
85.82 0
86.32 0
86.82 0
87.31 0
87.81 0
88.31 0
88.81 0
89.3 0
89.8 0
90.3 0
90.8 0
91.29 0
91.79 0
92.29 0
92.79 0
93.28 0
93.78 0
94.28 0
94.78 0
95.27 0
95.77 0
96.27 0
96.77 0
97.26 0
97.76 0
98.26 0
98.76 0
99.25 0
99.75 0
